ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
4100 BLOCK OF N 7TH ST,130,23500,6304,LFA ATTEMPT,84,B6-025673,1800,2016/03/27 00:00:00+00,SAT,2016/03/26 00:00:00+00,1300,SUN,2016/03/27 00:00:00+00,1800,0,0,6805
1500 BLOCK OF D ST,85,23500,6301,LFA $200 +,83,B6-025882,1219,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,830,MON,2016/03/28 00:00:00+00,1100,1029,150,6806
1500 BLOCK OF S CODDINGTON AVE,156,17400,9300,COUNTERFEIT,24,B6-025848,1110,2016/03/28 00:00:00+00,SUN,2016/03/27 00:00:00+00,1700,SUN,2016/03/27 00:00:00+00,2300,0,0,6807
1600 BLOCK OF GARFIELD ST,94,9500,7500,CHILD A/N,84,B6-025845,1045,2016/03/28 00:00:00+00,THU,2016/03/24 00:00:00+00,1800,FRI,2016/03/25 00:00:00+00,2100,0,0,6808
4400 BLOCK OF S 27TH ST,163,9000,7500,CHILD A/N,84,B6-025559,444,2016/03/27 00:00:00+00,SUN,2016/03/27 00:00:00+00,434,SUN,2016/03/27 00:00:00+00,444,0,0,6809
1600 BLOCK OF PROSPECT ST,94,23900,6903,LAR $1-49,3,B6-026763,2234,2016/03/30 00:00:00+00,WED,2016/03/30 00:00:00+00,0,WED,2016/03/30 00:00:00+00,15,8,0,6810
1600 BLOCK OF PROSPECT ST,94,25111,9500,MS PERS,84,B6-025745,4,2016/03/28 00:00:00+00,,2016/03/27 00:00:00+00,1956,,,,0,0,6811
4700 BLOCK OF N 27TH ST,116,23300,6202,LSL $50-199,17,B6-025646,1611,2016/03/27 00:00:00+00,SUN,2016/03/27 00:00:00+00,1600,SUN,2016/03/27 00:00:00+00,1604,191,0,6812
3000 BLOCK OF RALEIGH ST,178,42000,9443,VAND/VEH,1,B6-025779,648,2016/03/28 00:00:00+00,SUN,2016/03/27 00:00:00+00,2200,MON,2016/03/28 00:00:00+00,630,0,300,6813
3100 BLOCK OF P ST,31,6000,5113,BURG RU FE,80,B6-026239,1345,2016/03/29 00:00:00+00,SUN,2016/03/27 00:00:00+00,1800,TUE,2016/03/29 00:00:00+00,1345,0,10,6814
1800 BLOCK OF KNOX ST,127,5100,4112,ASLT GUN,84,B6-026521,1133,2016/03/30 00:00:00+00,WED,2016/03/30 00:00:00+00,1133,,,,0,0,6815
16TH & E,85,27111,8600,NARCOTICS,1,B6-026076,2327,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,2327,,,,0,0,6816
4700 BLOCK OF N 27TH ST,116,23500,6301,LFA $200 +,28,B6-025709,2101,2016/03/27 00:00:00+00,SUN,2016/03/27 00:00:00+00,1950,SUN,2016/03/27 00:00:00+00,2020,200,0,6817
3100 BLOCK OF N 14TH ST,127,5000,4152,ASLT NO WEAP,87,B6-025973,1541,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,1200,,,,0,0,6818
3200 BLOCK OF A ST,60,5000,4152,ASLT NO WEAP,80,B6-026215,1230,2016/03/29 00:00:00+00,TUE,2016/03/29 00:00:00+00,1200,TUE,2016/03/29 00:00:00+00,1230,0,0,6819
1900 BLOCK OF G ST,68,23400,6601,LFB $200 +,84,B6-026594,1512,2016/03/30 00:00:00+00,WED,2016/03/30 00:00:00+00,745,WED,2016/03/30 00:00:00+00,1512,500,0,6820
1700 BLOCK OF KNOX ST,127,29600,9195,LAR AS BAIL,99,B6-025771,248,2016/03/28 00:00:00+00,SUN,2016/03/27 00:00:00+00,1600,MON,2016/03/28 00:00:00+00,248,0,0,6821
4700 BLOCK OF N 27TH ST,116,23300,6203,LSL $1-49,17,B6-025693,1939,2016/03/27 00:00:00+00,SUN,2016/03/27 00:00:00+00,1928,,,,16,0,6822
3200 BLOCK OF STARR ST,15,5100,4122,ASLT KNIFE,82,B6-025781,656,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,330,MON,2016/03/28 00:00:00+00,630,0,10,6823
3200 BLOCK OF Y ST,15,13000,0,DISTURBNCE,80,B6-026253,1456,2016/03/29 00:00:00+00,TUE,2016/03/29 00:00:00+00,1430,TUE,2016/03/29 00:00:00+00,1456,0,0,6824
1900 BLOCK OF NORTHVILLE CIR,129,54111,9800,LOST/STOLE,80,B6-026738,2038,2016/03/30 00:00:00+00,TUE,2015/09/01 00:00:00+00,,WED,2016/03/30 00:00:00+00,,0,0,6825
17TH & N,88,27111,8600,NARCOTICS,2,B6-026067,2310,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,2230,MON,2016/03/28 00:00:00+00,2300,0,0,6826
48TH & HOLDREGE,38,27111,8600,NARCOTICS,1,B6-025699,2001,2016/03/27 00:00:00+00,SUN,2016/03/27 00:00:00+00,2001,,,,0,0,6827
3200 BLOCK OF STARR ST,15,27111,8600,NARCOTICS,1,B6-025785,724,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,330,MON,2016/03/28 00:00:00+00,630,0,0,6828
3200 BLOCK OF Y ST,15,25211,9510,MS PERS JUV,80,B6-026260,1508,2016/03/29 00:00:00+00,,2016/03/29 00:00:00+00,1500,,,,0,0,6829
1ST & CORNHUSKER,134,8333,8800,WEAPONS,1,B6-026434,603,2016/03/30 00:00:00+00,TUE,2016/03/29 00:00:00+00,549,,,,0,0,6830
1800 BLOCK OF E ST,68,11999,9990,DEATH UNK,84,B6-025859,1155,2016/03/28 00:00:00+00,FRI,2016/03/25 00:00:00+00,1100,MON,2016/03/28 00:00:00+00,1150,0,0,6831
48TH & SOUTH,58,27111,8600,NARCOTICS,1,B6-025555,403,2016/03/27 00:00:00+00,SUN,2016/03/27 00:00:00+00,400,SUN,2016/03/27 00:00:00+00,403,0,0,6832
3200 BLOCK OF STARR ST,15,24166,0,PROP DAM,82,B6-025794,813,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,330,MON,2016/03/28 00:00:00+00,630,0,10,6833
33RD & CENTER,32,27111,8600,NARCOTICS,1,B6-026376,2143,2016/03/29 00:00:00+00,TUE,2016/03/29 00:00:00+00,2142,TUE,2016/03/29 00:00:00+00,2143,0,0,6834
200 BLOCK OF N 48TH ST,35,23300,6203,LSL $1-49,21,B6-026707,2022,2016/03/30 00:00:00+00,WED,2016/03/30 00:00:00+00,2010,WED,2016/03/30 00:00:00+00,2020,3,0,6835
1800 BLOCK OF KNOX ST,127,29300,9100,FRAUD,99,B6-025983,1743,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,1,MON,2016/03/28 00:00:00+00,1743,0,0,6836
4900 BLOCK OF ELK RIDGE RD,179,42000,9443,VAND/VEH,1,B6-025608,1232,2016/03/27 00:00:00+00,SAT,2016/03/26 00:00:00+00,2130,SAT,2016/03/26 00:00:00+00,2200,0,400,6837
3200 BLOCK OF X ST,30,5000,4151,ASLT NO WEAP,10,B6-025978,1740,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,1700,,,,0,0,6838
33RD & CENTER,32,8333,8800,WEAPONS,1,B6-026378,2207,2016/03/29 00:00:00+00,TUE,2016/03/29 00:00:00+00,2146,TUE,2016/03/29 00:00:00+00,2207,0,0,6839
200 BLOCK OF N 48TH ST,35,23300,6203,LSL $1-49,21,B6-026522,1136,2016/03/30 00:00:00+00,MON,2016/03/28 00:00:00+00,33,,,,5,0,6840
1800 BLOCK OF S 44TH ST,59,11200,9910,DEATH,80,B6-026066,2309,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,200,MON,2016/03/28 00:00:00+00,2300,0,0,6841
4900 BLOCK OF MADISON AVE,9,13000,0,DISTURBNCE,83,B6-025560,512,2016/03/27 00:00:00+00,SUN,2016/03/27 00:00:00+00,450,SUN,2016/03/27 00:00:00+00,512,0,0,6842
3300 BLOCK OF VINE ST,30,23500,6301,LFA $200 +,82,B6-025909,1350,2016/03/28 00:00:00+00,MON,2016/03/28 00:00:00+00,1230,MON,2016/03/28 00:00:00+00,1320,202,0,6843
3400 BLOCK OF N MILLER RD,133,23500,6301,LFA $200 +,80,B6-026178,1030,2016/03/29 00:00:00+00,MON,2016/03/28 00:00:00+00,1800,TUE,2016/03/29 00:00:00+00,430,740,0,6844
4100 BLOCK OF S 48TH ST,106,23310,6904,LAR ATTEMPT,25,B6-026659,1801,2016/03/30 00:00:00+00,WED,2016/03/30 00:00:00+00,1730,WED,2016/03/30 00:00:00+00,1800,0,0,6845
200 BLOCK OF W O ST,152,42000,9443,VAND/VEH,35,B6-026533,1215,2016/03/30 00:00:00+00,TUE,2016/03/29 00:00:00+00,1700,WED,2016/03/30 00:00:00+00,800,0,100,6846
2000 BLOCK OF TRANSFORMATION DR,18,40166,0,LIC CHECK,24,B6-026506,1039,2016/03/30 00:00:00+00,WED,2016/03/30 00:00:00+00,1039,,,,0,0,6847
